CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,RM_squared,LSTAT_log,price_per_room,RM_category
0.02543,55.0,3.78,0,0.484,6.696,56.4,5.7321,5,370.0,17.6,396.9,7.18,23.9,44.836416,2.1016921506146558,3.569295101553166,Large
0.03049,55.0,3.78,0,0.484,6.874,28.1,6.4654,5,370.0,17.6,387.97,4.61,31.2,47.251875999999996,1.724550719534605,4.538842013383765,Large
0.03113,0.0,4.39,0,0.442,6.014,48.5,8.0136,3,352.0,18.8,385.64,10.53,17.5,36.168196,2.4449523342809676,2.909876953774526,Large
0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3,352.0,18.8,364.61,12.67,17.2,34.786404,2.6152036507358583,2.9162427941675144,Medium
0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351.0,17.9,392.43,6.36,23.1,42.458256,1.9960599327407849,3.5451197053407,Large
0.01501,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280.0,17.0,390.94,5.99,24.5,44.023225,1.944480556245719,3.6925395629238884,Large
0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1,335.0,19.7,389.85,5.89,26.6,48.149721,1.9300710850255671,3.8334053898256233,Large
0.06211,40.0,1.25,0,0.429,6.49,44.4,8.7921,1,335.0,19.7,396.9,5.98,22.9,42.1201,1.9430489167742813,3.528505392912172,Large
0.0795,60.0,1.69,0,0.411,6.579,35.9,10.7103,4,411.0,18.3,370.78,5.49,24.1,43.283241,1.8702625307159986,3.6631706946344433,Large
0.07244,60.0,1.69,0,0.411,5.884,18.5,10.7103,4,411.0,18.3,392.33,7.79,18.6,34.621456,2.1736147116970854,3.1611148878314075,Medium
0.01709,90.0,2.02,0,0.41,6.728,36.1,12.1265,5,187.0,17.0,384.46,4.5,30.1,45.265983999999996,1.7047480922384253,4.47384066587396,Large
0.04301,80.0,1.91,0,0.413,5.663,21.9,10.5857,4,334.0,22.0,382.8,8.05,18.2,32.069569,2.2027647577118348,3.213844252163164,Medium
0.10659,80.0,1.91,0,0.413,5.936,19.5,10.5857,4,334.0,22.0,376.04,5.57,20.6,35.236095999999996,1.8825138324965192,3.470350404312669,Medium
8.98296,0.0,18.1,1,0.77,6.212,97.4,2.1222,24,666.0,20.2,377.73,17.6,17.8,38.588944,2.9231615807191558,2.865421764327109,Large
3.8497,0.0,18.1,1,0.77,6.395,91.0,2.5052,24,666.0,20.2,391.34,13.27,21.7,40.896024999999995,2.658159431488745,3.393275996872557,Large
5.20177,0.0,18.1,1,0.77,6.127,83.4,2.7227,24,666.0,20.2,395.43,11.48,22.7,37.540129,2.5241273629412815,3.7049126815733637,Large
4.26131,0.0,18.1,0,0.77,6.112,81.3,2.5091,24,666.0,20.2,390.74,12.67,22.6,37.356544,2.6152036507358583,3.6976439790575917,Large
4.54192,0.0,18.1,0,0.77,6.398,88.0,2.5182,24,666.0,20.2,374.56,7.79,25.0,40.934403999999994,2.1736147116970854,3.9074710847139733,Large
3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24,666.0,20.2,350.65,14.19,19.9,39.07500100000001,2.7206373166076814,3.18349064149736,Large
3.67822,0.0,18.1,0,0.77,5.362,96.2,2.1036,24,666.0,20.2,380.79,10.19,20.8,28.751044,2.4150205223238337,3.879149571055576,Medium
4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24,666.0,20.2,353.04,14.64,16.8,33.674808999999996,2.7498317351171653,2.8950542822677927,Medium
3.47428,0.0,18.1,1,0.718,8.78,82.9,1.9047,24,666.0,20.2,354.55,5.29,21.9,77.0884,1.8389610707123492,2.4943052391799543,Very Large
4.55587,0.0,18.1,0,0.718,3.561,87.9,1.6132,24,666.0,20.2,354.7,7.12,27.5,12.680721,2.0943301541735866,7.722549845549003,Small
3.69695,0.0,18.1,0,0.718,4.963,91.4,1.7523,24,666.0,20.2,316.03,14.0,21.9,24.631369,2.70805020110221,4.412653636913157,Small
13.5222,0.0,18.1,0,0.631,3.863,100.0,1.5106,24,666.0,20.2,131.42,13.33,23.1,14.922769,2.6623552418400807,5.9798084390370185,Small
4.89822,0.0,18.1,0,0.631,4.97,100.0,1.3325,24,666.0,20.2,375.52,3.26,50.0,24.700899999999997,1.449269160281279,10.06036217303823,Small
5.66998,0.0,18.1,1,0.631,6.683,96.8,1.3567,24,666.0,20.2,375.33,3.73,50.0,44.662489,1.5539252025038417,7.481669908723627,Large
6.53876,0.0,18.1,1,0.631,7.016,97.5,1.2024,24,666.0,20.2,392.05,2.96,50.0,49.224256,1.3762440252663892,7.126567844925884,Very Large
9.2323,0.0,18.1,0,0.631,6.216,100.0,1.1691,24,666.0,20.2,366.15,9.53,50.0,38.638656000000005,2.354228326145884,8.043758043758043,Large
8.26725,0.0,18.1,1,0.668,5.875,89.6,1.1296,24,666.0,20.2,347.88,8.88,50.0,34.515625,2.2905125117597764,8.51063829787234,Medium
11.1081,0.0,18.1,0,0.668,4.906,100.0,1.1742,24,666.0,20.2,396.9,34.77,13.8,24.068835999999997,3.5771095532709265,2.812882185079495,Small
18.4982,0.0,18.1,0,0.668,4.138,100.0,1.137,24,666.0,20.2,396.9,37.97,13.8,17.123044,3.662792119350618,3.3349444175930403,Small
19.6091,0.0,18.1,0,0.671,7.313,97.9,1.3163,24,666.0,20.2,396.9,13.44,15.0,53.479969,2.67000213346468,2.0511418022699304,Very Large
15.288,0.0,18.1,0,0.671,6.649,93.3,1.3449,24,666.0,20.2,363.02,23.24,13.9,44.209201,3.1880041612011136,2.0905399308166643,Large
9.82349,0.0,18.1,0,0.671,6.794,98.8,1.358,24,666.0,20.2,396.9,21.24,13.3,46.158435999999995,3.1018924693823817,1.957609655578452,Large
23.6482,0.0,18.1,0,0.671,6.38,96.2,1.3861,24,666.0,20.2,396.9,23.69,13.1,40.7044,3.206398303357088,2.053291536050157,Large
17.8667,0.0,18.1,0,0.671,6.223,100.0,1.3861,24,666.0,20.2,393.74,21.78,10.2,38.725729,3.125882958019036,1.6390808291820664,Large
88.9762,0.0,18.1,0,0.671,6.968,91.9,1.4165,24,666.0,20.2,396.9,17.21,10.4,48.553024,2.9019708937395166,1.492537313432836,Large
15.8744,0.0,18.1,0,0.671,6.545,99.1,1.5192,24,666.0,20.2,396.9,21.08,10.9,42.837025,3.0946722214088944,1.6653934300993125,Large
9.18702,0.0,18.1,0,0.7,5.536,100.0,1.5804,24,666.0,20.2,396.9,23.6,11.3,30.647295999999997,3.202746442938317,2.041184971098266,Medium
7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666.0,20.2,396.9,24.56,12.3,30.470399999999994,3.241028629509334,2.2282608695652177,Medium
20.0849,0.0,18.1,0,0.7,4.368,91.2,1.4395,24,666.0,20.2,285.83,30.63,8.8,19.079424000000003,3.4541060373175574,2.0146520146520146,Small
16.8118,0.0,18.1,0,0.7,5.277,98.1,1.4261,24,666.0,20.2,396.9,30.81,7.2,27.846729,3.4597807057610526,1.3644115974985787,Medium
24.3938,0.0,18.1,0,0.7,4.652,100.0,1.4672,24,666.0,20.2,396.9,28.28,10.5,21.641104000000002,3.3769046890931107,2.2570937231298367,Small
22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666.0,20.2,396.9,31.99,7.4,25.0,3.49620448524049,1.48,Small
14.3337,0.0,18.1,0,0.7,4.88,100.0,1.5895,24,666.0,20.2,372.92,30.62,10.2,23.8144,3.453789831781326,2.0901639344262293,Small
8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666.0,20.2,396.9,20.85,11.5,29.052099999999996,3.084200921541599,2.1335807050092765,Medium
6.96215,0.0,18.1,0,0.7,5.713,97.0,1.9265,24,666.0,20.2,394.43,17.11,15.1,32.638369000000004,2.896464271895322,2.643094696306669,Medium
5.29305,0.0,18.1,0,0.7,6.051,82.5,2.1678,24,666.0,20.2,378.38,18.76,23.2,36.614601,2.983659692319722,3.8340770120641214,Large
11.5779,0.0,18.1,0,0.7,5.036,97.0,1.77,24,666.0,20.2,396.9,25.68,9.7,25.361295999999996,3.283914221047423,1.926131850675139,Medium
8.64476,0.0,18.1,0,0.693,6.193,92.6,1.7912,24,666.0,20.2,396.9,15.17,13.8,38.353249,2.783157673589016,2.228322299370257,Large
13.3598,0.0,18.1,0,0.693,5.887,94.7,1.7821,24,666.0,20.2,396.9,16.35,12.7,34.656769,2.8535925063928684,2.157295736368269,Medium
8.71675,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666.0,20.2,391.98,17.12,13.1,41.873841,2.8970163006148333,2.0244166280327613,Large
5.87205,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666.0,20.2,396.9,19.37,12.5,41.024025,3.0140632302387145,1.95160031225605,Large
7.67202,0.0,18.1,0,0.693,5.747,98.9,1.6334,24,666.0,20.2,393.1,19.92,8.5,33.028009,3.040705639196722,1.4790325387158518,Medium
38.3518,0.0,18.1,0,0.693,5.453,100.0,1.4896,24,666.0,20.2,396.9,30.59,5.0,29.735209000000005,3.4528406148139936,0.9169264624977076,Medium
9.91655,0.0,18.1,0,0.693,5.852,77.8,1.5004,24,666.0,20.2,338.16,29.97,6.3,34.245904,3.4330189939851112,1.076555023923445,Medium
25.0461,0.0,18.1,0,0.693,5.987,100.0,1.5888,24,666.0,20.2,396.9,26.77,5.6,35.844169,3.323956301318708,0.9353599465508601,Medium
14.2362,0.0,18.1,0,0.693,6.343,100.0,1.5741,24,666.0,20.2,396.9,20.32,7.2,40.233649,3.0596455992976437,1.1351095696042883,Large
9.59571,0.0,18.1,0,0.693,6.404,100.0,1.639,24,666.0,20.2,376.11,20.31,12.1,41.011216,3.0591764461105257,1.8894440974391005,Large
24.8017,0.0,18.1,0,0.693,5.349,96.0,1.7028,24,666.0,20.2,396.9,19.77,8.3,28.611801000000003,3.033509637888021,1.5516919050289775,Medium
41.5292,0.0,18.1,0,0.693,5.531,85.4,1.6074,24,666.0,20.2,329.46,27.38,8.5,30.591960999999998,3.3456846717318967,1.536792623395408,Medium
67.9208,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666.0,20.2,384.97,22.98,5.0,32.296489,3.177220149599368,0.8798169980644026,Medium
20.7162,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666.0,20.2,370.22,23.34,11.9,17.123044,3.1921210875593813,2.8757854035766073,Small
11.9511,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666.0,20.2,332.09,12.13,27.9,31.449663999999995,2.574899688314705,4.9750356633380886,Medium
7.40389,0.0,18.1,0,0.597,5.617,97.9,1.4547,24,666.0,20.2,314.64,26.4,17.2,31.550689,3.3105430133940246,3.062132811109133,Medium
14.4383,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666.0,20.2,179.36,19.78,27.5,46.949904000000004,3.0339909856710814,4.013426736719206,Large
51.1358,0.0,18.1,0,0.597,5.757,100.0,1.413,24,666.0,20.2,2.6,10.11,15.0,33.143049,2.4078456036515385,2.6055237102657633,Medium
14.0507,0.0,18.1,0,0.597,6.657,100.0,1.5275,24,666.0,20.2,35.05,21.22,17.2,44.315649,3.100992784211484,2.583746432326874,Large
18.811,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666.0,20.2,28.79,34.37,17.9,21.418384,3.5658640032173894,3.8677614520311145,Small
28.6558,0.0,18.1,0,0.597,5.155,100.0,1.5894,24,666.0,20.2,210.97,20.08,16.3,26.574025000000002,3.0483247236731614,3.1619786614936953,Medium
45.7461,0.0,18.1,0,0.693,4.519,100.0,1.6582,24,666.0,20.2,88.27,36.98,7.0,20.421361,3.63705970538414,1.5490152688647931,Small
18.0846,0.0,18.1,0,0.679,6.434,100.0,1.8347,24,666.0,20.2,27.25,29.05,7.2,41.396356000000004,3.4028626609812167,1.1190550202051601,Large
10.8342,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666.0,20.2,21.57,25.79,7.5,45.995524,3.2880286835565173,1.1058684753759953,Large
25.9406,0.0,18.1,0,0.679,5.304,89.1,1.6475,24,666.0,20.2,127.36,26.64,10.4,28.132416000000003,3.319263998899469,1.9607843137254901,Medium
73.5341,0.0,18.1,0,0.679,5.957,100.0,1.8026,24,666.0,20.2,16.45,20.62,8.8,35.485849,3.073618812211062,1.4772536511666947,Medium
11.8123,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666.0,20.2,48.45,22.74,8.4,46.566976,3.167161389181522,1.2309495896834701,Large
11.0874,0.0,18.1,0,0.718,6.411,100.0,1.8589,24,666.0,20.2,318.75,15.02,16.7,41.10092099999999,2.7738379416402132,2.6048978318515053,Large
7.02259,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666.0,20.2,319.98,15.7,14.2,36.072036000000004,2.8154087194227095,2.364302364302364,Large
12.0482,0.0,18.1,0,0.614,5.648,87.6,1.9512,24,666.0,20.2,291.55,14.1,20.8,31.899903999999996,2.714694743820879,3.68271954674221,Medium
7.05042,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666.0,20.2,2.52,23.29,13.4,37.246609,3.190064743014081,2.195641487792889,Large
8.79212,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666.0,20.2,3.65,17.16,11.7,30.969225000000005,2.8992213731731473,2.1024258760107815,Medium
15.8603,0.0,18.1,0,0.679,5.896,95.4,1.9096,24,666.0,20.2,7.68,24.39,8.3,34.762816,3.234355395716587,1.4077340569877885,Medium
12.2472,0.0,18.1,0,0.584,5.837,59.7,1.9976,24,666.0,20.2,24.65,15.69,10.2,34.070569,2.8148097376737438,1.7474730169607675,Medium
37.6619,0.0,18.1,0,0.679,6.202,78.7,1.8629,24,666.0,20.2,18.82,14.52,10.9,38.464804,2.7421295147550726,1.7574975814253466,Large
7.36711,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666.0,20.2,96.73,21.52,11.0,38.353249,3.1144038032714896,1.7761989342806395,Large
9.33889,0.0,18.1,0,0.679,6.38,95.6,1.9682,24,666.0,20.2,60.72,24.08,9.5,40.7044,3.22207071576472,1.4890282131661443,Large
8.49213,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666.0,20.2,83.45,17.64,14.5,40.297104,2.925309809257445,2.2841839949590423,Large
10.0623,0.0,18.1,0,0.584,6.833,94.3,2.0882,24,666.0,20.2,81.33,19.69,14.1,46.689889,3.029650491757452,2.0635152934289476,Large
6.44405,0.0,18.1,0,0.584,6.425,74.8,2.2004,24,666.0,20.2,97.95,12.03,16.1,41.280625,2.567254391136754,2.505836575875487,Large
5.58107,0.0,18.1,0,0.713,6.436,87.9,2.3158,24,666.0,20.2,100.19,16.22,14.3,41.422095999999996,2.8460714989995846,2.2218769422001245,Large
13.9134,0.0,18.1,0,0.713,6.208,95.0,2.2222,24,666.0,20.2,100.63,15.17,11.7,38.539264,2.783157673589016,1.884664948453608,Large
11.1604,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666.0,20.2,109.85,23.27,13.4,43.94364099999999,3.18924101973851,2.0214210288127923,Large
14.4208,0.0,18.1,0,0.74,6.461,93.3,2.0026,24,666.0,20.2,27.49,18.05,9.6,41.744521000000006,2.94706710157271,1.4858381055564154,Large
15.1772,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666.0,20.2,9.32,26.45,8.7,37.847104,3.3123661679555396,1.4141742522756826,Large
13.6781,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666.0,20.2,68.95,34.02,8.4,35.224225,3.555919326857706,1.4153327716933448,Medium
9.39063,0.0,18.1,0,0.74,5.627,93.9,1.8172,24,666.0,20.2,396.9,22.88,12.8,31.663128999999998,3.1730412885244013,2.274746756708726,Medium
22.0511,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666.0,20.2,391.45,22.11,10.5,33.849123999999996,3.1402654242862895,1.8047438982468202,Medium
9.72418,0.0,18.1,0,0.74,6.406,97.2,2.0651,24,666.0,20.2,385.96,19.52,17.1,41.036835999999994,3.021400020302569,2.669372463315642,Large
5.66637,0.0,18.1,0,0.74,6.219,100.0,2.0048,24,666.0,20.2,395.69,16.59,18.4,38.675961,2.8673305587494666,2.958675028139572,Large
9.96654,0.0,18.1,0,0.74,6.485,100.0,1.9784,24,666.0,20.2,386.73,18.85,15.4,42.05522500000001,2.9882040071331994,2.374710871241326,Large
12.8023,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666.0,20.2,240.52,23.79,10.8,34.269316,3.210440346047099,1.844892381277759,Medium
10.6718,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666.0,20.2,43.06,23.98,11.8,41.718681,3.2180755046974316,1.82690819012231,Large
6.28807,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666.0,20.2,318.01,17.79,14.9,40.208281,2.933324813425374,2.349787099826526,Large
9.92485,0.0,18.1,0,0.74,6.251,96.6,2.198,24,666.0,20.2,388.52,16.44,12.6,39.07500100000001,2.8587664184808337,2.015677491601344,Large
9.32909,0.0,18.1,0,0.713,6.185,98.7,2.2616,24,666.0,20.2,396.9,18.13,14.1,38.254225,2.9512577834521614,2.279708973322555,Large
7.52601,0.0,18.1,0,0.713,6.417,98.3,2.185,24,666.0,20.2,304.21,19.31,13.0,41.177889,3.011113375592293,2.025868786037089,Large
6.71772,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666.0,20.2,0.32,17.44,13.4,45.549001,2.914522218128448,1.9854793302711515,Large
5.44114,0.0,18.1,0,0.713,6.655,98.2,2.3552,24,666.0,20.2,355.29,17.73,15.2,44.289025,2.930126516455997,2.283996994740796,Large
5.09017,0.0,18.1,0,0.713,6.297,91.8,2.3682,24,666.0,20.2,385.09,17.27,16.1,39.652209,2.9052603703899154,2.5567730665396224,Large
8.24809,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666.0,20.2,375.87,16.74,17.8,54.656448999999995,2.8758219768814333,2.4076829433247666,Very Large
9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666.0,20.2,6.68,18.71,14.9,45.265983999999996,2.9811261211646287,2.214625445897741,Large
4.75237,0.0,18.1,0,0.713,6.525,86.5,2.4358,24,666.0,20.2,50.92,18.13,14.1,42.575625,2.9512577834521614,2.160919540229885,Large
4.66883,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666.0,20.2,10.48,19.01,12.7,35.712576,2.996232148595642,2.1251673360107093,Medium
8.20058,0.0,18.1,0,0.713,5.936,80.3,2.7792,24,666.0,20.2,3.5,16.94,13.5,35.236095999999996,2.88703285663065,2.274258760107817,Medium
7.75223,0.0,18.1,0,0.713,6.301,83.7,2.7831,24,666.0,20.2,272.21,16.23,14.9,39.702601,2.8466520505398383,2.364704015235677,Large
6.80117,0.0,18.1,0,0.713,6.081,84.4,2.7175,24,666.0,20.2,396.9,14.7,20.0,36.978561000000006,2.7536607123542622,3.2889327413254397,Large
4.81213,0.0,18.1,0,0.713,6.701,90.0,2.5975,24,666.0,20.2,255.23,16.42,16.4,44.903400999999995,2.857618971424357,2.447395911058051,Large
3.69311,0.0,18.1,0,0.713,6.376,88.4,2.5671,24,666.0,20.2,391.43,14.65,17.7,40.653376,2.750470916986162,2.77603513174404,Large
6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666.0,20.2,396.9,13.99,19.5,39.904489000000005,2.7073833121145063,3.0869083425676744,Large
5.82115,0.0,18.1,0,0.713,6.513,89.9,2.8016,24,666.0,20.2,393.82,10.29,20.2,42.419169,2.4239173781615704,3.1014893290342394,Large
7.83932,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666.0,20.2,396.9,13.22,21.4,38.551680999999995,2.6546494243750947,3.446609760025769,Large
3.1636,0.0,18.1,0,0.655,5.759,48.2,3.0665,24,666.0,20.2,334.4,14.13,19.9,33.166081000000005,2.7166795278002644,3.4554610175377665,Medium
3.77498,0.0,18.1,0,0.655,5.952,84.7,2.8715,24,666.0,20.2,22.01,17.15,19.0,35.426304,2.8986705607108596,3.192204301075269,Medium
4.42228,0.0,18.1,0,0.584,6.003,94.5,2.5403,24,666.0,20.2,331.29,21.32,19.1,36.036009,3.1054831375131102,3.1817424621022825,Large
15.5757,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666.0,20.2,368.74,18.13,19.1,35.117476,2.9512577834521614,3.223084711441107,Medium
13.0751,0.0,18.1,0,0.58,5.713,56.7,2.8237,24,666.0,20.2,396.9,14.76,20.1,32.638369000000004,2.757475084429733,3.518291615613513,Medium
4.34879,0.0,18.1,0,0.58,6.167,84.0,3.0334,24,666.0,20.2,396.9,16.29,19.9,38.031889,2.850128299695199,3.2268526025620234,Large
4.03841,0.0,18.1,0,0.532,6.229,90.7,3.0993,24,666.0,20.2,395.33,12.87,19.6,38.800441,2.6297282343267403,3.1465724835447104,Large
3.56868,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666.0,20.2,393.37,14.36,23.2,41.434969,2.731766727719526,3.6041634301693333,Large
4.64689,0.0,18.1,0,0.614,6.98,67.6,2.5329,24,666.0,20.2,374.68,11.66,29.8,48.720400000000005,2.5384474167160302,4.269340974212034,Large
8.05579,0.0,18.1,0,0.584,5.427,95.4,2.4298,24,666.0,20.2,352.58,18.14,13.8,29.452328999999995,2.9517803860248084,2.5428413488114985,Medium
6.39312,0.0,18.1,0,0.584,6.162,97.4,2.206,24,666.0,20.2,302.76,24.1,13.3,37.970244,3.2228678461377385,2.1583901330736777,Large
4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666.0,20.2,396.21,18.68,16.7,42.042256,2.9796028916241073,2.5755706354102403,Large
15.0234,0.0,18.1,0,0.614,5.304,97.3,2.1007,24,666.0,20.2,349.48,24.91,12.0,28.132416000000003,3.2546289945740186,2.262443438914027,Medium
10.233,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666.0,20.2,379.7,18.03,14.6,38.254225,2.946016681308058,2.360549717057397,Large
14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666.0,20.2,383.32,13.11,21.4,38.800441,2.6468837658647226,3.435543425911061,Large
5.82401,0.0,18.1,0,0.532,6.242,64.7,3.4242,24,666.0,20.2,396.9,10.74,23.0,38.962564,2.4630018143999504,3.6847164370394103,Large
5.70818,0.0,18.1,0,0.532,6.75,74.9,3.3317,24,666.0,20.2,393.07,7.74,23.7,45.5625,2.167910189667444,3.511111111111111,Large
5.73116,0.0,18.1,0,0.532,7.061,77.0,3.4106,24,666.0,20.2,395.28,7.01,25.0,49.857721,2.080690761080268,3.540574989378275,Very Large
2.81838,0.0,18.1,0,0.532,5.762,40.3,4.0983,24,666.0,20.2,392.92,10.42,21.8,33.200644,2.435366204227864,3.78340853870184,Medium
2.37857,0.0,18.1,0,0.583,5.871,41.9,3.724,24,666.0,20.2,370.73,13.34,20.6,34.468641000000005,2.663052835171474,3.508771929824561,Medium
3.67367,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666.0,20.2,388.62,10.58,21.2,39.84134400000001,2.449279472144849,3.3586818757921417,Large
5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666.0,20.2,392.68,14.98,19.1,37.380995999999996,2.7713379403381286,3.1239777559699053,Large
4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666.0,20.2,388.22,11.45,20.6,34.869025,2.5217206229107165,3.4885690093141406,Medium
0.15086,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711.0,20.1,395.09,18.06,15.2,29.746115999999997,2.947591898226056,2.786945361202787,Medium
0.18337,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711.0,20.1,344.05,23.97,7.0,29.311396,3.217675104291682,1.2929442186922793,Medium
0.20746,0.0,27.74,0,0.609,5.093,98.0,1.8226,4,711.0,20.1,318.43,29.68,8.1,25.938648999999998,3.4236109764990554,1.5904182210877675,Medium
0.10574,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711.0,20.1,390.11,18.07,13.6,35.796288999999994,2.9481164196123277,2.273107136887849,Medium
0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711.0,20.1,396.9,13.35,20.1,35.796288999999994,2.66374994220563,3.3595186361357183,Medium
0.17331,0.0,9.69,0,0.585,5.707,54.0,2.3817,6,391.0,19.2,396.9,12.01,21.8,32.569849,2.565718292524414,3.819870334676713,Medium
0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391.0,19.2,396.9,13.59,24.5,35.117476,2.6803363625346943,4.1343233209584875,Medium
0.17899,0.0,9.69,0,0.585,5.67,28.8,2.7986,6,391.0,19.2,393.29,17.6,23.1,32.1489,2.9231615807191558,4.074074074074074,Medium
0.2896,0.0,9.69,0,0.585,5.39,72.9,2.7986,6,391.0,19.2,396.9,21.14,19.7,29.052099999999996,3.0973859272804907,3.654916512059369,Medium
0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391.0,19.2,396.9,14.1,18.3,33.570435999999994,2.714694743820879,3.158439765274422,Medium
0.23912,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391.0,19.2,396.9,12.92,21.2,36.228361,2.6333266549062735,3.522179764080412,Large
0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391.0,19.2,395.77,15.1,17.5,31.013761,2.7788192719904172,3.1423954031244388,Medium
0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391.0,19.2,396.9,14.33,16.8,36.324729000000005,2.7298116928837226,2.7874564459930316,Large
0.06263,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273.0,21.0,391.99,9.67,22.4,43.467649,2.367436065313662,3.397542848475656,Large
0.04527,0.0,11.93,0,0.573,6.12,76.7,2.2875,1,273.0,21.0,396.9,9.08,20.6,37.4544,2.3105532626432224,3.366013071895425,Large
0.06076,0.0,11.93,0,0.573,6.976,91.0,2.1675,1,273.0,21.0,396.9,5.64,23.9,48.664576,1.8931119634883424,3.426032110091743,Large
0.10959,0.0,11.93,0,0.573,6.794,89.3,2.3889,1,273.0,21.0,393.45,6.48,22.0,46.158435999999995,2.012232791986386,3.238151309979394,Large
0.04741,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273.0,21.0,396.9,7.88,11.9,36.3609,2.1838015570040787,1.9734660033167495,Large
